ID	Type	Title	Games	Authors	Date	Tags	Description	Update	Embed	URL
p4g-simpleplan-whatsnewscoobydoo	mod	Simple Plan - What's New Scooby Doo?	P4G	iagoMAO	07/06/2020	Misc	A high quality rip of "What's New Scooby Doo?"'s theme song. I always found it funny how P4 is so si ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47979
p4g-pullthetriggerpq2	mod	Pull The Trigger(PQ2)	P4G	TroidX	07/09/2020	Music	Includes "Pull The Trigger" from Persona Q2: New Cinema Labyrinth.<br>It has the designated loops, plac ... 	<b>Updated 07/09/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47975
p4g-mhakiminochikara	mod	MHA Kimi no Chikara	P4G	Takanobu	07/06/2020	Misc	Place .p4g file into "songs" folder. "D:\User\P4G Music Manager\songs"<br>Place .wav file in a separate ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47967
p4g-p4apeacefulmessage	mod	P4A Peaceful Message	P4G	Takanobu	07/06/2020	Misc	Requested by T-Pose Ratkechi<br><br>Install using P4G Music Manager. Loop points are included with a .p4g  ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47964
p4g-p4tgajustlikethewind	mod	P4TGA Just Like The Wind	P4G	Takanobu	07/05/2020	Misc	Install using P4G Music Manager. Loop points are included with a .p4g file.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47963
p4g-anotherideologyp5r	mod	Another Ideology(P5R)	P4G	TroidX	07/05/2020	Music	Includes "Another Ideology" from Persona 5 Royal.<br>It has the designated loops, place both files into ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47962
p4g-mhayousayrunv3	mod	MHA You Say Run V3	P4G	Takanobu	07/05/2020	Misc	Install using P4G Music Manager. Loop points are included with a .p4g file.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47953
p4g-promarebangbangburn	mod	Promare BangBangBUR!...n?	P4G	Takanobu	07/05/2020	Misc	Install using P4G Music Manager. Loop points are included with a .p4g file.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47949
p4g-p5musicpack	mod	P5 Music Pack	P4G	demon-citrus	07/11/2020	Music Pack	Warning:<br><br>Some tracks might make the game's sound completely go out past the title screen. I have no ... 	<b>Updated 07/11/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47947
p4g-p4aweareoneandall	mod	P4A We are One and All	P4G	Takanobu	07/05/2020	Misc	Requested by Woomy.<br><br>Install using P4G Music Manager. Loop points are included with a .p4g file.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47944
p4g-promaresuperfly-kakusei	mod	Promare Superfly-Kakusei	P4G	Takanobu	07/04/2020	Misc	Install using P4G Music Manager. Loop points are included with a .p4g file.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47932
p4g-p3bfes20thanniversaryversion	mod	P3 BFES 20th Anniversary Version	P4G	Takanobu	07/04/2020	Misc	Had to tweak the soundtrack a little bit to get more clarity since the base soundtrack is a live per ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47930
p4g-p5slastsurpriseremix	mod	P5S Last Surprise Remix	P4G	Takanobu	07/04/2020	Misc	Install using P4G Music Manager. Loop points are included with a .p4g file.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47929
p4g-p4tgamemoryspecialmix	mod	P4TGA Memory Special Mix	P4G	Takanobu	07/04/2020	Misc	I think this track would fit well for the battle against...<br><br>Install using P4G Music Manager. Loop p ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47928
p4g-sdnovaspersonamusicpack	mod	SDNova's Persona Music Pack	P4G	SDNova	07/10/2020	Music Pack	This music pack is designed to replace most of the music in the game!<br>It features music from across  ... 	<b>Updated 07/10/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47926
p4g-p5ribelieve	mod	P5R I Believe	P4G	Takanobu	07/03/2020	Misc	Install using P4G Music Manager. Loop points are included with a .p4g file.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47924
p4g-smtnocturnebattlemusicpack	mod	SMT Nocturne Battle Music Pack	P4G	Excessive	07/03/2020	Music Pack	Now YOU can reject gods the way Demi-Fiend would, in P4G!<br>Replaces:<br><br>Reach out to the Truth - Normal ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47917
p4g-p5sweartomybones	mod	P5 Swear To My Bones	P4G	Takanobu	07/03/2020	Misc	Slightly edited version for the best part of the track.<br><br>Install using P4G Music Manager. Loop point ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47909
p4g-jojosbizarreadventuregoldenwind	mod	Jojo's Bizarre Adventure Golden Wind	P4G	Takanobu	07/03/2020	Misc	Install using P4G Music Manager. Loop points are included with a .p4g file.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47908
p4g-p5rtakeover	mod	P5R Take Over	P4G	Takanobu	07/02/2020	Misc	Install using P4G Music Manager. Loop points are included with a .p4g file.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47903
p4g-p5rprisonlabor	mod	P5R Prison Labor	P4G	Takanobu	07/02/2020	Misc	Shin Megami Tensei vibes. Could very well be a boss soundtrack.<br><br>Install using P4G Music Manager. Lo ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47898
p4g-aloneprayeroverreachouttothetruth	mod	A Lone Prayer over Reach Out to the Truth	P4G	FuyuFunny	07/02/2020	Music	Music replacement mod requested by Sonicfan69		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47897
p4g-keepyourfaiththrowyourmaskawaymix	mod	Keep Your Faith/Throw Your Mask Away Mix	P4G	Takanobu	07/02/2020	Misc	So I equally love both versions of this song and I decided why not mix them together into a one song ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47895
p4g-persona3moviesmusicpack	mod	Persona 3 Movies Music Pack	P4G	Takanobu	07/01/2020	Music Pack	Place the files in P4G Music Manager "song" folder. Loop points are included with .p4g file.<br><br>I will ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47886
p4g-mysuperheromovieoverliterallyeverysong	mod	My Superhero Movie over LITERALLY every song	P4G	Chum724	07/01/2020	Music	Every song in the game is replaced with My Superhero Movie from Teen Titans Go! To the Movies.	<b>Updated 07/01/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47884
p4g-yingyangpersona4thegoldenanimation	mod	Ying Yang (Persona 4 the Golden Animation)	P4G	Corbo!	11/03/2020	Music	The theme in Persona 4 the Golden Animation for you know who. Best used when replacing the track "A  ... 	<b>Updated 11/03/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47881
p4g-p5scrambleriversinthedesert	mod	P5 Scramble Rivers in the Desert	P4G	Takanobu	07/01/2020	Misc	I thought Scramble's version of Rivers in the Desert was just as great, so I decided to put up a mix ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47879
p4g-persona3moviesmusicpack	mod	Persona 3/Movies Music Pack	P4G	Takanobu	07/08/2020	Music Pack	Place .p4g file into "songs" folder. "D:\User\P4G Music Manager\songs"<br>Place .wav file in a separate ... 	<b>Updated 07/08/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47878
p4g-personaqmusicpack	mod	Persona Q (Music Pack)	P4G	MadMax1960	06/28/2020	Music Pack	Persona Q Songs properly encoded for use with P4G Music Manager. <br><br>These include .p4g's which will a ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47857
p4g-classicstylemusicmod	mod	Classic Style Music Mod	P4G	Rob-RmanX	06/28/2020	Music Pack	Hey there! This is a mod to give the game a bit of retro-flare since Atlus made a special boss theme ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47853
p4g-nothingispromisedbossthemefrompersonaq2	mod	Nothing is Promised (Boss theme from Persona Q2)	P4G	Corbo!	06/27/2020	Music	I really like the boss theme from PQ2, so I tried to put in the game. This is my first time uploadin ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47849
p4g-fullversionoftimetomakehistory	mod	Full Version of Time To Make History	P4G	blivveries	06/27/2020	Music	Persona 4 Golden only loops the first verse of Time To Make History in-game. With the recent update  ... 	<b>Updated 06/27/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47832
p4g-mutednavigatorsengjap	mod	Muted Navigators ENG/JAP	P4G	zetSuBou-Billy	06/25/2020	Misc	This will mute either Teddie or both Teddie and Rise in battles		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47796
p4g-persona4arenaarenaultimaxmusicpack	mod	Persona 4 Arena/Arena Ultimax (Music Pack)	P4G	MadMax1960	06/22/2020	Music Pack	Music from Persona 4 Arena and Persona 4 Arena Ultimax, all wavs are encoded so you can inject them  ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47757
p4g-breakoutfrom3ddotgameheroes	mod	Breakout from 3D Dot Game Heroes	P4G	Bananers	06/22/2020	Music	A song from 3D Dot Game Heroes that I thought would fit in one of the later dungeons as a boss or du ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47755
p4g-goodmorningmoriohcho	mod	~Good Morning Morioh Cho!~	P4G	NitroTears	06/22/2020	Music	I saw the request for the JoJo part 4 OST and thought that Morioh Radio would be a perfect fit to re ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47750
p4g-persona4dancingmusicpack	mod	Persona 4 Dancing (Music Pack)	P4G	MadMax1960	06/28/2020	Music Pack	Persona 4 Dancing's Remixes as properly encoded wavs for use with P4G Music Manager. <br><br>These include ... 	<b>Updated 06/28/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47746
p4g-persona3portableostmusicpack	mod	Persona 3 Portable OST (Music Pack)	P4G	MadMax1960	06/21/2020	Music Pack	Persona 3 Portable's OST as properly encoded wavs so you can inject them right into the game. Includ ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47745
p4g-keypluswordsasdungeonminibosstheme	mod	Key Plus Words as Dungeon Miniboss Theme	P4G	NitroTears	06/21/2020	Music	As as different variation for Reach Out is used for mini-bosses in dungeons, I figured I could keep  ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47741
p4g-persona4goldenreincarnationmusicswap	mod	Persona 4 Golden: Reincarnation Music Swap	P4G	CyclonX	06/20/2020	Music	We recommend backing up any audio files, and Persona 4 Golden files before attempting to install the ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47734
p4g-pomidor	tool	Pomidor	P4G	Pioziomgames	07/02/2021	Misc	Pomidor is a tool made to mass replace models in Persona 4 Golden while leaving their animation inta ... 	<b>Updated 07/02/2021</b>	https://images.gamebanana.com/img/ss/tools/60dd92c2a672e.jpg	https://gamebanana.com/tools/7207
p4g-personaintelligentstringsubstituter	tool	Persona Intelligent String Substituter	P4G	Tekka	06/08/2021	Misc	Intro<br>Batch replace words from .bf, .bmd, and .pm1 files from Persona 4 Golden and Persona 5. Useful ... 		https://images.gamebanana.com/img/ss/tools/60bfcc2150011.jpg	https://gamebanana.com/tools/7157
p4g-thestrongestanimationsplitter	tool	The Strongest Animation Splitter	P4G	Pioziomgames	06/13/2021	Misc	A tool for splitting and converting animation data from AMD/GMO files.<br><br>To use it you just select th ... 	<b>Updated 06/13/2021</b>	https://images.gamebanana.com/img/ss/tools/60b135499e999.jpg	https://gamebanana.com/tools/7126
p4g-p4gmodelconverterpioziomgamesver	tool	P4GMOdelConverter (pioziomgames ver.)	P4G	Pioziomgames	04/25/2021	Misc	What is it?<br>It's an edited version of P4GMOdelConverter by ShrineFox.<br><br>What is the difference betwee ... 		https://images.gamebanana.com/img/ss/tools/60855b9c32d47.jpg	https://gamebanana.com/tools/7058
p4g-modelreplacingtool	tool	Model Replacing tool	P4G	Simoazzo	07/09/2021	Misc	I have decided to upload this tool I've been using for my Less flat Characters mod.<br><br>Here is a summa ... 	<b>Updated 07/09/2021</b>	https://images.gamebanana.com/img/ss/tools/6057354ba8662.jpg	https://gamebanana.com/tools/6962
p4g-p4gencounterrandomizer	tool	P4G Encounter Randomizer	P4G	T-Pose Ratkechi	02/04/2021	Misc	Description <br>Easily create a patch that randomizes every battle.<br><br>Requirements<br>.NET Core 3.1 (Runtim ... 		https://images.gamebanana.com/img/ss/tools/601b9927bb073.jpg	https://gamebanana.com/tools/6961
p4g-havenide	tool	HavenIDE	P4G	Keyk	04/06/2021	Misc	The set up for this update is quite easy even thou that may change in the feature i am quite lazy so ... 	<b>Updated 04/06/2021</b>	https://images.gamebanana.com/img/ss/tools/606c50975b1f0.jpg	https://gamebanana.com/tools/6952
p4g-all-in-oneprerequisiteinstaller	tool	All-In-One Prerequisite Installer	P4G	Pixelguin	06/24/2021	Misc	This program downloads all five prerequisites for using Persona 4 Golden mods on PC and launches the ... 	<b>Updated 06/24/2021</b>	https://images.gamebanana.com/img/ss/tools/5ff14db5ef9c7.jpg	https://gamebanana.com/tools/6928
